时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),,,,,
3.43,0.649,-0.558,-0.067,-26.245,14.526,-135.986,-107.078,-53.569,-165.888,52.967,88.6,-30.258,,,,,
3.435,0.649,-0.558,-0.067,-26.245,14.526,-135.986,-107.331,-54.212,-165.839,52.292,88.575,-30.158,,,,,
3.44,0.733,-0.558,-0.067,-26.245,14.526,-135.986,-107.589,-54.86,-165.773,51.658,88.817,-30,,,,,
3.445,0.733,-0.511,-0.076,-26.672,20.813,-145.325,-107.831,-55.558,-165.734,51.108,89.283,-29.775,,,,,
3.45,0.733,-0.511,-0.076,-26.672,20.813,-145.325,-108.083,-56.261,-165.685,50.667,89.842,-29.508,,,,,
3.455,0.733,-0.511,-0.076,-26.672,20.813,-145.325,-108.347,-56.959,-165.624,50.275,90.375,-29.25,,,,,
3.46,0.644,-0.511,-0.076,-26.672,20.813,-145.325,-108.616,-57.656,-165.558,49.975,90.775,-28.992,,,,,
3.465,0.644,-0.442,-0.06,-27.954,22.156,-158.02,-108.929,-58.414,-165.454,49.733,90.892,-28.808,,,,,
3.47,0.644,-0.442,-0.06,-27.954,22.156,-158.02,-109.248,-59.167,-165.339,49.517,90.625,-28.733,,,,,
3.475,0.644,-0.442,-0.06,-27.954,22.156,-158.02,-109.583,-59.925,-165.207,49.267,90.025,-28.7,,,,,
3.48,0.663,-0.442,-0.06,-27.954,22.156,-158.02,-109.918,-60.688,-165.157,48.908,89.183,-28.75,,,,,
3.485,0.663,-0.381,-0.096,-31.799,16.479,-178.284,-110.396,-61.54,-164.96,48.425,88.308,-28.842,,,,,
3.49,0.663,-0.381,-0.096,-31.799,16.479,-178.284,-110.907,-62.386,-164.734,47.883,87.542,-28.883,,,,,
3.495,0.663,-0.381,-0.096,-31.799,16.479,-178.284,-111.44,-63.226,-164.487,47.183,87.042,-28.892,,,,,
3.5,0.794,-0.381,-0.096,-31.799,16.479,-178.284,-112.006,-64.067,-164.207,46.375,86.925,-28.808,,,,,
3.505,0.794,-0.293,-0.143,-33.63,14.343,-191.406,-112.687,-64.962,-163.806,45.533,87.15,-28.65,,,,,
3.51,0.794,-0.293,-0.143,-33.63,14.343,-191.406,-113.417,-65.852,-163.367,44.733,87.567,-28.425,,,,,
3.515,0.794,-0.293,-0.143,-33.63,14.343,-191.406,-114.203,-66.736,-162.867,44.075,87.958,-28.183,,,,,
3.52,0.831,-0.293,-0.143,-33.63,14.343,-191.406,-115.043,-67.615,-162.312,43.6,88.133,-27.983,,,,,
3.525,0.831,-0.226,-0.158,-32.288,9.766,-200.378,-116.043,-68.527,-161.587,43.217,88.15,-27.817,,,,,
3.53,0.831,-0.226,-0.158,-32.288,9.766,-200.378,-117.131,-69.423,-160.774,42.925,87.85,-27.675,,,,,
3.535,0.831,-0.226,-0.158,-32.288,9.766,-200.378,-118.312,-70.318,-159.868,42.617,87.317,-27.592,,,,,
3.54,0.893,-0.226,-0.158,-32.288,9.766,-200.378,-119.597,-71.197,-158.846,42.2,86.633,-27.5,,,,,
3.545,0.893,-0.169,-0.104,-31.311,10.62,-204.773,-121.025,-72.092,-157.681,41.617,85.992,-27.408,,,,,
3.55,0.893,-0.169,-0.104,-31.311,10.62,-204.773,-122.596,-72.971,-156.374,40.883,85.508,-27.3,,,,,
3.555,0.893,-0.169,-0.104,-31.311,10.62,-204.773,-124.332,-73.839,-154.902,40.092,85.258,-27.158,,,,,
3.56,0.777,-0.169,-0.104,-31.311,10.62,-204.773,-126.255,-74.696,-153.237,39.358,85.142,-27.05,,,,,
3.565,0.777,-0.151,-0.13,-32.532,9.094,-212.524,-128.518,-75.553,-151.243,38.717,85.192,-26.925,,,,,
3.57,0.777,-0.151,-0.13,-32.532,9.094,-212.524,-131.05,-76.388,-148.975,38.225,85.258,-26.808,,,,,
3.575,0.777,-0.151,-0.13,-32.532,9.094,-212.524,-133.89,-77.19,-146.398,37.875,85.158,-26.742,,,,,
3.58,0.777,-0.151,-0.13,-32.532,9.094,-212.524,-137.087,-77.959,-143.465,37.55,84.767,-26.675,,,,,
3.585,0.866,-0.151,-0.13,-32.532,9.094,-212.524,-140.691,-78.69,-140.125,37.15,84.042,-26.675,,,,,
3.59,0.866,-0.124,-0.202,-32.41,5.432,-221.497,-145.003,-79.376,-136.071,36.592,83.117,-26.658,,,,,
3.595,0.866,-0.124,-0.202,-32.41,5.432,-221.497,-149.859,-79.991,-131.468,35.967,82.233,-26.633,,,,,
3.6,0.866,-0.124,-0.202,-32.41,5.432,-221.497,-155.292,-80.53,-126.293,35.2,81.517,-26.575,,,,,
3.605,1.03,-0.124,-0.202,-32.41,5.432,-221.497,-161.29,-80.969,-120.553,34.392,81.117,-26.408,,,,,
3.61,1.03,0,-0.143,-26.855,1.587,-223.999,-167.893,-81.288,-114.175,33.667,81.042,-26.167,,,,,
3.615,1.03,0,-0.143,-26.855,1.587,-223.999,-174.886,-81.48,-107.413,33.092,81.117,-25.867,,,,,
3.62,1.03,0,-0.143,-26.855,1.587,-223.999,177.907,-81.541,-100.437,32.667,81.067,-25.575,,,,,
3.625,1.17,0,-0.143,-26.855,1.587,-223.999,170.717,-81.469,-93.477,32.35,80.658,-25.367,,,,,
3.63,1.17,0.097,-0.11,-20.569,9.399,-207.214,164.224,-81.321,-87.182,32.058,80.075,-25.225,,,,,
3.635,1.17,0.097,-0.11,-20.569,9.399,-207.214,158.011,-81.068,-81.172,31.742,79.158,-25.2,,,,,
3.64,1.17,0.097,-0.11,-20.569,9.399,-207.214,152.199,-80.717,-75.564,31.308,78.083,-25.225,,,,,
3.645,0.927,0.097,-0.11,-20.569,9.399,-207.214,146.849,-80.272,-70.417,30.742,77.108,-25.233,,,,,
3.65,0.927,0.126,-0.118,-15.076,11.719,-199.646,142.147,-79.783,-65.891,30.042,76.442,-25.167,,,,,
3.655,0.927,0.126,-0.118,-15.076,11.719,-199.646,137.895,-79.233,-61.809,29.275,76.133,-25.033,,,,,
3.66,0.927,0.126,-0.118,-15.076,11.719,-199.646,134.072,-78.629,-58.162,28.542,76.075,-24.842,,,,,
3.665,0.882,0.126,-0.118,-15.076,11.719,-199.646,130.638,-77.975,-54.904,27.908,76.058,-24.675,,,,,
3.67,0.882,0.173,-0.191,-14.465,3.906,-207.825,127.601,-77.234,-52.037,27.45,75.958,-24.55,,,,,
3.675,0.882,0.173,-0.191,-14.465,3.906,-207.825,124.898,-76.454,-49.51,27.167,75.567,-24.475,,,,,
3.68,0.882,0.173,-0.191,-14.465,3.906,-207.825,122.498,-75.652,-47.28,27,74.833,-24.45,,,,,
3.685,1.057,0.173,-0.191,-14.465,3.906,-207.825,120.35,-74.822,-45.308,26.8,73.875,-24.483,,,,,
3.69,1.057,0.293,-0.18,-15.991,0.61,-213.013,118.427,-73.949,-43.566,26.467,72.867,-24.517,,,,,
3.695,1.057,0.293,-0.18,-15.991,0.61,-213.013,116.702,-73.054,-42.017,25.992,71.983,-24.525,,,,,
3.7,1.057,0.293,-0.18,-15.991,0.61,-213.013,115.153,-72.153,-40.644,25.425,71.333,-24.508,,,,,
3.705,1.124,0.293,-0.18,-15.991,0.61,-213.013,113.747,-71.235,-39.419,24.908,70.833,-24.45,,,,,
3.71,1.124,0.427,-0.121,-13.55,4.028,-203.796,112.489,-70.351,-38.326,24.492,70.542,-24.35,,,,,
3.715,1.124,0.427,-0.121,-13.55,4.028,-203.796,111.335,-69.467,-37.337,24.242,70.292,-24.2,,,,,
3.72,1.124,0.427,-0.121,-13.55,4.028,-203.796,110.275,-68.566,-36.442,24.167,69.958,-24.058,,,,,
3.725,1.164,0.427,-0.121,-13.55,4.028,-203.796,109.303,-67.665,-35.634,24.175,69.425,-23.942,,,,,
3.73,1.164,0.519,-0.123,-12.512,12.512,-185.974,108.38,-66.852,-34.865,24.142,68.6,-23.883,,,,,
3.735,1.164,0.519,-0.123,-12.512,12.512,-185.974,107.518,-66.033,-34.156,23.983,67.533,-23.9,,,,,
3.74,1.164,0.519,-0.123,-12.512,12.512,-185.974,106.71,-65.209,-33.508,23.767,66.433,-23.95,,,,,
3.745,0.922,0.519,-0.123,-12.512,12.512,-185.974,105.958,-64.38,-32.904,23.392,65.25,-24.033,,,,,
3.75,0.922,0.521,-0.194,-9.46,10.376,-173.401,105.32,-63.605,-32.41,22.892,64.15,-24.117,,,,,
3.755,0.922,0.521,-0.194,-9.46,10.376,-173.401,104.722,-62.825,-31.954,22.333,63.275,-24.192,,,,,
3.76,0.922,0.521,-0.194,-9.46,10.376,-173.401,104.161,-62.04,-31.531,21.8,62.733,-24.208,,,,,
3.765,0.926,0.521,-0.194,-9.46,10.376,-173.401,103.629,-61.26,-31.135,21.367,62.467,-24.15,,,,,
3.77,0.926,0.562,-0.228,-8.362,4.761,-171.875,103.184,-60.469,-30.833,21.075,62.375,-24.058,,,,,
3.775,0.926,0.562,-0.228,-8.362,4.761,-171.875,102.761,-59.683,-30.553,20.875,62.308,-23.942,,,,,
3.78,0.926,0.562,-0.228,-8.362,4.761,-171.875,102.365,-58.892,-30.295,20.842,62.133,-23.85,,,,,
3.785,0.912,0.562,-0.228,-8.362,4.761,-171.875,101.986,-58.101,-30.059,20.908,61.667,-23.792,,,,,
3.79,0.912,0.608,-0.174,-5.615,2.075,-165.161,101.673,-57.343,-29.877,21.017,60.875,-23.833,,,,,
3.795,0.912,0.608,-0.174,-5.615,2.075,-165.161,101.376,-56.58,-29.707,21.092,59.767,-23.917,,,,,
3.8,0.912,0.608,-0.174,-5.615,2.075,-165.161,101.091,-55.816,-29.548,21.075,58.508,-24.042,,,,,
3.805,0.952,0.608,-0.174,-5.615,2.075,-165.161,100.816,-55.047,-29.399,20.917,57.258,-24.167,,,,,
3.81,0.952,0.661,-0.156,-3.906,-1.099,-157.227,100.602,-54.322,-29.301,20.708,56.133,-24.25,,,,,
3.815,0.952,0.661,-0.156,-3.906,-1.099,-157.227,100.388,-53.591,-29.207,20.383,55.275,-24.3,,,,,
3.82,0.952,0.661,-0.156,-3.906,-1.099,-157.227,100.19,-52.861,-29.119,19.975,54.742,-24.317,,,,,
3.825,0.915,0.661,-0.156,-3.906,-1.099,-157.227,99.992,-52.13,-29.042,19.55,54.525,-24.258,,,,,
3.83,0.915,0.699,-0.153,-0.916,1.648,-142.212,99.822,-51.471,-28.971,19.175,54.542,-24.167,,,,,
3.835,0.915,0.699,-0.153,-0.916,1.648,-142.212,99.657,-50.817,-28.9,18.875,54.658,-24.008,,,,,
3.84,0.915,0.699,-0.153,-0.916,1.648,-142.212,99.492,-50.158,-28.839,18.7,54.767,-23.85,,,,,
3.845,0.816,0.699,-0.153,-0.916,1.648,-142.212,99.338,-49.504,-28.784,18.608,54.825,-23.717,,,,,
3.85,0.816,0.719,-0.093,0.122,2.502,-131.47,99.201,-48.9,-28.735,18.65,54.708,-23.575,,,,,
3.855,0.816,0.719,-0.093,0.122,2.502,-131.47,99.064,-48.29,-28.691,18.817,54.375,-23.525,,,,,
3.86,0.816,0.719,-0.093,0.122,2.502,-131.47,98.932,-47.686,-28.647,19.092,53.792,-23.533,,,,,
3.865,0.819,0.719,-0.093,0.122,2.502,-131.47,98.806,-47.082,-28.608,19.417,52.983,-23.617,,,,,
3.87,0.819,0.741,-0.103,-0.732,-0.427,-126.587,98.696,-46.494,-28.592,19.733,52.033,-23.725,,,,,
3.875,0.819,0.741,-0.103,-0.732,-0.427,-126.587,98.591,-45.912,-28.581,19.975,51.025,-23.842,,,,,
3.88,0.819,0.741,-0.103,-0.732,-0.427,-126.587,98.492,-45.324,-28.564,20.15,50.058,-23.967,,,,,
3.885,0.866,0.741,-0.103,-0.732,-0.427,-126.587,98.394,-44.742,-28.548,20.2,49.133,-24.075,,,,,
3.89,0.866,0.769,-0.122,0.549,3.601,-112.854,98.295,-44.225,-28.515,20.117,48.308,-24.192,,,,,
3.895,0.866,0.769,-0.122,0.549,3.601,-112.854,98.196,-43.709,-28.482,19.942,47.6,-24.267,,,,,
3.9,0.866,0.769,-0.122,0.549,3.601,-112.854,98.102,-43.193,-28.449,19.7,47.042,-24.342,,,,,
3.905,0.805,0.769,-0.122,0.549,3.601,-112.854,98.015,-42.682,-28.422,19.433,46.633,-24.375,,,,,
3.91,0.805,0.782,-0.1,3.052,4.456,-101.196,97.938,-42.22,-28.394,19.175,46.383,-24.375,,,,,
3.915,0.805,0.782,-0.1,3.052,4.456,-101.196,97.866,-41.765,-28.367,18.933,46.208,-24.358,,,,,
3.92,0.805,0.782,-0.1,3.052,4.456,-101.196,97.8,-41.309,-28.339,18.733,46.15,-24.317,,,,,
3.925,0.785,0.782,-0.1,3.052,4.456,-101.196,97.734,-40.847,-28.317,18.583,46.15,-24.267,,,,,
3.93,0.785,0.799,-0.083,2.991,7.263,-90.454,97.657,-40.446,-28.279,18.542,46.217,-24.233,,,,,
3.935,0.785,0.799,-0.083,2.991,7.263,-90.454,97.586,-40.04,-28.246,18.583,46.283,-24.175,,,,,
3.94,0.785,0.799,-0.083,2.991,7.263,-90.454,97.52,-39.639,-28.213,18.717,46.358,-24.1,,,,,
3.945,0.701,0.799,-0.083,2.991,7.263,-90.454,97.449,-39.232,-28.18,18.95,46.408,-23.975,,,,,
3.95,0.701,0.829,-0.095,1.892,6.653,-80.139,97.388,-38.881,-28.158,19.192,46.433,-23.867,,,,,
3.955,0.701,0.829,-0.095,1.892,6.653,-80.139,97.322,-38.524,-28.136,19.475,46.417,-23.775,,,,,
3.96,0.701,0.829,-0.095,1.892,6.653,-80.139,97.262,-38.167,-28.114,19.808,46.317,-23.725,,,,,
3.965,0.701,0.829,-0.095,1.892,6.653,-80.139,97.202,-37.809,-28.087,20.167,46.142,-23.725,,,,,
3.97,0.701,0.835,-0.111,0.366,3.052,-70.74,97.158,-37.496,-28.092,20.517,45.908,-23.725,,,,,
3.975,0.701,0.835,-0.111,0.366,3.052,-70.74,97.108,-37.183,-28.092,20.858,45.592,-23.692,,,,,
3.98,0.701,0.835,-0.111,0.366,3.052,-70.74,97.064,-36.87,-28.087,21.15,45.217,-23.692,,,,,
3.985,0.701,0.835,-0.111,0.366,3.052,-70.74,97.02,-36.557,-28.087,21.408,44.808,-23.675,,,,,
3.99,0.701,0.817,-0.099,0.427,2.075,-59.204,96.987,-36.299,-28.092,21.642,44.358,-23.683,,,,,
3.995,0.701,0.817,-0.099,0.427,2.075,-59.204,96.954,-36.041,-28.092,21.825,43.867,-23.717,,,,,
4,0.701,0.817,-0.099,0.427,2.075,-59.204,96.921,-35.782,-28.092,21.975,43.333,-23.742,,,,,
4.005,0.682,0.817,-0.099,0.427,2.075,-59.204,96.888,-35.524,-28.087,22.1,42.792,-23.758,,,,,
4.01,0.682,0.812,-0.075,0,2.747,-48.645,96.855,-35.321,-28.087,22.183,42.217,-23.8,,,,,
4.015,0.682,0.812,-0.075,0,2.747,-48.645,96.828,-35.112,-28.076,22.233,41.617,-23.85,,,,,
4.02,0.682,0.812,-0.075,0,2.747,-48.645,96.795,-34.904,-28.065,22.258,41.033,-23.908,,,,,
4.025,0.625,0.812,-0.075,0,2.747,-48.645,96.768,-34.7,-28.043,22.258,40.45,-24,,,,,
4.03,0.625,0.818,-0.048,-0.61,2.502,-44.434,96.74,-34.508,-28.026,22.225,39.842,-24.092,,,,,
4.035,0.625,0.818,-0.048,-0.61,2.502,-44.434,96.707,-34.321,-28.004,22.158,39.217,-24.233,,,,,
4.04,0.625,0.818,-0.048,-0.61,2.502,-44.434,96.68,-34.135,-27.977,22.067,38.575,-24.375,,,,,
4.045,0.594,0.818,-0.048,-0.61,2.502,-44.434,96.652,-33.948,-27.944,21.933,37.95,-24.5,,,,,
4.05,0.594,0.831,-0.048,-1.099,1.038,-45.349,96.625,-33.75,-27.911,21.775,37.325,-24.617,,,,,
4.055,0.594,0.831,-0.048,-1.099,1.038,-45.349,96.603,-33.558,-27.878,21.608,36.758,-24.7,,,,,
4.06,0.594,0.831,-0.048,-1.099,1.038,-45.349,96.575,-33.36,-27.839,21.392,36.242,-24.767,,,,,
4.065,0.6,0.831,-0.048,-1.099,1.038,-45.349,96.553,-33.162,-27.801,21.175,35.742,-24.858,,,,,
4.07,0.6,0.847,-0.069,-1.465,0.061,-45.715,96.526,-32.964,-27.762,20.942,35.292,-24.95,,,,,
4.075,0.6,0.847,-0.069,-1.465,0.061,-45.715,96.504,-32.767,-27.724,20.708,34.9,-25.067,,,,,
4.08,0.6,0.847,-0.069,-1.465,0.061,-45.715,96.482,-32.563,-27.68,20.492,34.567,-25.183,,,,,
4.085,0.594,0.847,-0.069,-1.465,0.061,-45.715,96.46,-32.366,-27.636,20.275,34.317,-25.292,,,,,
4.09,0.594,0.864,-0.089,-1.16,0.366,-41.748,96.438,-32.184,-27.592,20.058,34.117,-25.367,,,,,
4.095,0.594,0.864,-0.089,-1.16,0.366,-41.748,96.416,-32.003,-27.543,19.858,34,-25.433,,,,,
4.1,0.594,0.864,-0.089,-1.16,0.366,-41.748,96.4,-31.822,-27.499,19.65,33.95,-25.467,,,,,
4.105,0.565,0.864,-0.089,-1.16,0.366,-41.748,96.378,-31.641,-27.449,19.458,33.958,-25.442,,,,,
4.11,0.565,0.873,-0.1,-1.282,0.793,-35.217,96.356,-31.492,-27.405,19.283,34.033,-25.408,,,,,
4.115,0.565,0.873,-0.1,-1.282,0.793,-35.217,96.339,-31.339,-27.361,19.133,34.167,-25.375,,,,,
4.12,0.565,0.873,-0.1,-1.282,0.793,-35.217,96.317,-31.19,-27.318,19.017,34.317,-25.342,,,,,
4.125,0.552,0.873,-0.1,-1.282,0.793,-35.217,96.301,-31.036,-27.274,18.925,34.492,-25.3,,,,,
4.13,0.552,0.871,-0.101,-2.441,0.366,-28.564,96.279,-30.916,-27.235,18.858,34.675,-25.267,,,,,
4.135,0.552,0.871,-0.101,-2.441,0.366,-28.564,96.257,-30.8,-27.197,18.817,34.867,-25.208,,,,,
4.14,0.552,0.871,-0.101,-2.441,0.366,-28.564,96.24,-30.679,-27.158,18.8,35.067,-25.117,,,,,
4.145,0.534,0.871,-0.101,-2.441,0.366,-28.564,96.218,-30.558,-27.12,18.792,35.3,-25.025,,,,,
4.15,0.534,0.864,-0.096,-3.296,0.61,-22.705,96.196,-30.465,-27.087,18.792,35.575,-24.95,,,,,
4.155,0.534,0.864,-0.096,-3.296,0.61,-22.705,96.169,-30.372,-27.048,18.792,35.875,-24.892,,,,,
4.16,0.534,0.864,-0.096,-3.296,0.61,-22.705,96.147,-30.278,-27.015,18.808,36.175,-24.817,,,,,
4.165,0.504,0.864,-0.096,-3.296,0.61,-22.705,96.125,-30.185,-26.982,18.817,36.458,-24.708,,,,,
4.17,0.504,0.876,-0.087,-4.272,-0.549,-18.311,96.103,-30.114,-26.955,18.85,36.717,-24.6,,,,,
4.175,0.504,0.876,-0.087,-4.272,-0.549,-18.311,96.075,-30.037,-26.927,18.883,36.958,-24.45,,,,,
4.18,0.504,0.876,-0.087,-4.272,-0.549,-18.311,96.053,-29.965,-26.9,18.917,37.183,-24.325,,,,,
4.185,0.508,0.876,-0.087,-4.272,-0.549,-18.311,96.031,-29.888,-26.873,18.958,37.4,-24.233,,,,,
4.19,0.508,0.867,-0.084,-5.249,-2.38,-15.137,96.01,-29.828,-26.862,18.992,37.608,-24.125,,,,,
4.195,0.508,0.867,-0.084,-5.249,-2.38,-15.137,95.988,-29.767,-26.845,19.025,37.817,-24.075,,,,,
4.2,0.508,0.867,-0.084,-5.249,-2.38,-15.137,95.966,-29.707,-26.829,19.058,38.008,-24.025,,,,,
4.205,0.517,0.867,-0.084,-5.249,-2.38,-15.137,95.944,-29.641,-26.812,19.108,38.183,-24,,,,,
4.21,0.517,0.844,-0.083,-4.456,-1.343,-14.404,95.922,-29.586,-26.79,19.158,38.342,-23.975,,,,,
4.215,0.517,0.844,-0.083,-4.456,-1.343,-14.404,95.9,-29.526,-26.763,19.233,38.483,-23.967,,,,,
4.22,0.517,0.844,-0.083,-4.456,-1.343,-14.404,95.878,-29.465,-26.741,19.3,38.608,-23.95,,,,,
4.225,0.523,0.844,-0.083,-4.456,-1.343,-14.404,95.856,-29.41,-26.719,19.375,38.733,-23.9,,,,,
4.23,0.523,0.848,-0.084,-3.784,2.075,-13.245,95.834,-29.355,-26.675,19.442,38.858,-23.858,,,,,
4.235,0.523,0.848,-0.084,-3.784,2.075,-13.245,95.806,-29.306,-26.631,19.492,39,-23.783,,,,,
4.24,0.523,0.848,-0.084,-3.784,2.075,-13.245,95.779,-29.251,-26.587,19.567,39.133,-23.725,,,,,
4.245,0.48,0.848,-0.084,-3.784,2.075,-13.245,95.751,-29.202,-26.543,19.65,39.267,-23.692,,,,,
4.25,0.48,0.877,-0.089,-3.601,2.686,-12.512,95.724,-29.152,-26.494,19.742,39.4,-23.675,,,,,
4.255,0.48,0.877,-0.089,-3.601,2.686,-12.512,95.696,-29.103,-26.444,19.842,39.525,-23.683,,,,,
4.26,0.48,0.877,-0.089,-3.601,2.686,-12.512,95.674,-29.053,-26.395,19.917,39.658,-23.675,,,,,
4.265,0.471,0.877,-0.089,-3.601,2.686,-12.512,95.647,-29.004,-26.34,20,39.783,-23.633,,,,,
4.27,0.471,0.887,-0.088,-3.723,0.061,-12.329,95.625,-28.954,-26.301,20.083,39.892,-23.575,,,,,
4.275,0.471,0.887,-0.088,-3.723,0.061,-12.329,95.609,-28.9,-26.263,20.158,39.992,-23.517,,,,,
4.28,0.471,0.887,-0.088,-3.723,0.061,-12.329,95.587,-28.85,-26.224,20.233,40.092,-23.458,,,,,
4.285,0.489,0.887,-0.088,-3.723,0.061,-12.329,95.565,-28.795,-26.18,20.3,40.175,-23.417,,,,,
4.29,0.489,0.876,-0.089,-3.845,-1.587,-10.254,95.554,-28.751,-26.147,20.383,40.258,-23.392,,,,,
4.295,0.489,0.876,-0.089,-3.845,-1.587,-10.254,95.537,-28.707,-26.115,20.483,40.317,-23.358,,,,,
4.3,0.489,0.876,-0.089,-3.845,-1.587,-10.254,95.521,-28.663,-26.082,20.575,40.358,-23.342,,,,,
4.305,0.488,0.876,-0.089,-3.845,-1.587,-10.254,95.504,-28.619,-26.043,20.683,40.408,-23.325,,,,,
4.31,0.488,0.873,-0.09,-3.357,-1.831,-7.08,95.493,-28.592,-26.01,20.775,40.433,-23.333,,,,,
4.315,0.488,0.873,-0.09,-3.357,-1.831,-7.08,95.482,-28.564,-25.977,20.867,40.45,-23.333,,,,,
4.32,0.488,0.873,-0.09,-3.357,-1.831,-7.08,95.471,-28.537,-25.939,20.942,40.467,-23.308,,,,,
4.325,0.43,0.873,-0.09,-3.357,-1.831,-7.08,95.46,-28.504,-25.9,21.017,40.467,-23.283,,,,,
4.33,0.43,0.887,-0.077,-2.625,-5.615,-6.348,95.466,-28.477,-25.884,21.092,40.483,-23.267,,,,,
4.335,0.43,0.887,-0.077,-2.625,-5.615,-6.348,95.466,-28.449,-25.867,21.15,40.5,-23.225,,,,,
4.34,0.43,0.887,-0.077,-2.625,-5.615,-6.348,95.471,-28.422,-25.845,21.208,40.5,-23.183,,,,,
4.345,0.479,0.887,-0.077,-2.625,-5.615,-6.348,95.471,-28.394,-25.818,21.275,40.5,-23.133,,,,,
4.35,0.479,0.897,-0.108,-6.409,-10.132,-4.333,95.471,-28.372,-25.823,21.342,40.525,-23.058,,,,,
4.355,0.479,0.897,-0.108,-6.409,-10.132,-4.333,95.466,-28.35,-25.823,21.392,40.567,-23.017,,,,,
4.36,0.479,0.897,-0.108,-6.409,-10.132,-4.333,95.46,-28.323,-25.823,21.433,40.592,-23.008,,,,,
4.365,0.487,0.897,-0.108,-6.409,-10.132,-4.333,95.455,-28.301,-25.823,21.467,40.625,-23.017,,,,,
4.37,0.487,0.87,-0.087,-3.723,-8.545,0.488,95.466,-28.306,-25.812,21.5,40.642,-23.075,,,,,
4.375,0.487,0.87,-0.087,-3.723,-8.545,0.488,95.471,-28.306,-25.807,21.517,40.633,-23.108,,,,,
4.38,0.487,0.87,-0.087,-3.723,-8.545,0.488,95.477,-28.306,-25.801,21.542,40.625,-23.142,,,,,
4.385,0.486,0.87,-0.087,-3.723,-8.545,0.488,95.482,-28.312,-25.79,21.567,40.625,-23.167,,,,,
4.39,0.486,0.875,-0.099,-3.723,-7.935,2.441,95.488,-28.323,-25.779,21.575,40.617,-23.183,,,,,
4.395,0.486,0.875,-0.099,-3.723,-7.935,2.441,95.493,-28.334,-25.768,21.592,40.608,-23.15,,,,,
4.4,0.486,0.875,-0.099,-3.723,-7.935,2.441,95.499,-28.345,-25.757,21.6,40.592,-23.133,,,,,
4.405,0.486,0.875,-0.099,-3.723,-7.935,2.441,95.504,-28.356,-25.746,21.608,40.583,-23.117,,,,,
4.41,0.476,0.875,-0.099,-3.723,-7.935,2.441,95.51,-28.367,-25.735,21.625,40.583,-23.1,,,,,
4.415,0.476,0.871,-0.101,-2.319,-7.446,3.784,95.526,-28.389,-25.719,21.617,40.575,-23.108,,,,,
4.42,0.476,0.871,-0.101,-2.319,-7.446,3.784,95.537,-28.405,-25.708,21.608,40.575,-23.1,,,,,
4.425,0.476,0.871,-0.101,-2.319,-7.446,3.784,95.548,-28.422,-25.692,21.608,40.6,-23.05,,,,,
4.43,0.492,0.871,-0.101,-2.319,-7.446,3.784,95.559,-28.438,-25.681,21.583,40.617,-23.008,,,,,
4.435,0.492,0.874,-0.097,-0.366,-6.958,4.395,95.581,-28.46,-25.664,21.575,40.65,-22.942,,,,,
4.44,0.492,0.874,-0.097,-0.366,-6.958,4.395,95.603,-28.482,-25.648,21.558,40.692,-22.892,,,,,
4.445,0.492,0.874,-0.097,-0.366,-6.958,4.395,95.62,-28.504,-25.631,21.542,40.725,-22.833,,,,,
4.45,0.505,0.874,-0.097,-0.366,-6.958,4.395,95.641,-28.521,-25.62,21.517,40.767,-22.808,,,,,
4.455,0.505,0.88,-0.095,-0.366,-6.042,6.897,95.658,-28.559,-25.598,21.5,40.775,-22.792,,,,,
4.46,0.505,0.88,-0.095,-0.366,-6.042,6.897,95.68,-28.592,-25.582,21.5,40.783,-22.742,,,,,
4.465,0.505,0.88,-0.095,-0.366,-6.042,6.897,95.696,-28.625,-25.565,21.5,40.775,-22.692,,,,,
4.47,0.526,0.88,-0.095,-0.366,-6.042,6.897,95.713,-28.658,-25.549,21.467,40.767,-22.633,,,,,
4.475,0.526,0.889,-0.087,-0.427,-5.432,11.902,95.735,-28.713,-25.532,21.417,40.758,-22.6,,,,,
4.48,0.526,0.889,-0.087,-0.427,-5.432,11.902,95.751,-28.773,-25.516,21.358,40.742,-22.583,,,,,
4.485,0.526,0.889,-0.087,-0.427,-5.432,11.902,95.768,-28.834,-25.499,21.267,40.75,-22.583,,,,,
4.49,0.56,0.889,-0.087,-0.427,-5.432,11.902,95.784,-28.894,-25.488,21.167,40.758,-22.617,,,,,
4.495,0.56,0.888,-0.081,-0.61,-4.883,20.081,95.801,-28.993,-25.477,21.075,40.742,-22.625,,,,,
4.5,0.56,0.888,-0.081,-0.61,-4.883,20.081,95.823,-29.092,-25.466,20.992,40.717,-22.633,,,,,
4.505,0.56,0.888,-0.081,-0.61,-4.883,20.081,95.839,-29.191,-25.461,20.9,40.65,-22.65,,,,,
4.51,0.585,0.888,-0.081,-0.61,-4.883,20.081,95.856,-29.29,-25.455,20.783,40.55,-22.675,,,,,
4.515,0.585,0.872,-0.087,-1.038,-4.7,30.029,95.872,-29.438,-25.455,20.667,40.433,-22.708,,,,,
4.52,0.585,0.872,-0.087,-1.038,-4.7,30.029,95.889,-29.592,-25.455,20.533,40.267,-22.775,,,,,
