时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),,,,,
10.89,0.585,0.896,-0.124,1.77,-6.592,57.617,97.548,-30.624,-39.326,20.525,38.45,-22.092,,,,,
10.895,0.585,0.896,-0.124,1.77,-6.592,57.617,97.597,-30.905,-39.309,20.283,38.067,-22.192,,,,,
10.9,0.585,0.896,-0.124,1.77,-6.592,57.617,97.646,-31.179,-39.298,20.067,37.6,-22.283,,,,,
10.905,0.613,0.896,-0.124,1.77,-6.592,57.617,97.696,-31.459,-39.282,19.867,37.092,-22.375,,,,,
10.91,0.613,0.885,-0.112,1.77,-9.766,70.129,97.756,-31.794,-39.298,19.708,36.575,-22.475,,,,,
10.915,0.613,0.885,-0.112,1.77,-9.766,70.129,97.822,-32.13,-39.315,19.617,36.067,-22.55,,,,,
10.92,0.613,0.885,-0.112,1.77,-9.766,70.129,97.888,-32.465,-39.331,19.592,35.6,-22.608,,,,,
10.925,0.686,0.885,-0.112,1.77,-9.766,70.129,97.954,-32.8,-39.353,19.658,35.2,-22.625,,,,,
10.93,0.686,0.869,-0.12,1.404,-13.672,83.862,98.036,-33.201,-39.402,19.758,34.867,-22.625,,,,,
10.935,0.686,0.869,-0.12,1.404,-13.672,83.862,98.119,-33.602,-39.457,19.933,34.667,-22.608,,,,,
10.94,0.686,0.869,-0.12,1.404,-13.672,83.862,98.207,-34.003,-39.512,20.175,34.633,-22.583,,,,,
10.945,0.74,0.869,-0.12,1.404,-13.672,83.862,98.295,-34.404,-39.567,20.458,34.825,-22.517,,,,,
10.95,0.74,0.854,-0.132,0.793,-13.489,100.769,98.388,-34.887,-39.644,20.767,35.233,-22.433,,,,,
10.955,0.74,0.854,-0.132,0.793,-13.489,100.769,98.487,-35.365,-39.727,21.083,35.817,-22.333,,,,,
10.96,0.74,0.854,-0.132,0.793,-13.489,100.769,98.586,-35.848,-39.814,21.342,36.542,-22.242,,,,,
10.965,0.68,0.854,-0.132,0.793,-13.489,100.769,98.685,-36.332,-39.908,21.558,37.275,-22.167,,,,,
10.97,0.68,0.816,-0.132,0.916,-17.212,110.291,98.811,-36.859,-40.045,21.675,38.075,-22.1,,,,,
10.975,0.68,0.816,-0.132,0.916,-17.212,110.291,98.937,-37.381,-40.188,21.658,38.875,-22.008,,,,,
10.98,0.68,0.816,-0.132,0.916,-17.212,110.291,99.064,-37.903,-40.342,21.517,39.625,-21.917,,,,,
10.985,0.761,0.816,-0.132,0.916,-17.212,110.291,99.196,-38.425,-40.507,21.267,40.275,-21.833,,,,,
10.99,0.761,0.787,-0.128,1.038,-18.372,112.061,99.338,-38.952,-40.693,20.933,40.792,-21.758,,,,,
10.995,0.761,0.787,-0.128,1.038,-18.372,112.061,99.487,-39.479,-40.891,20.567,41.183,-21.708,,,,,
11,0.761,0.787,-0.128,1.038,-18.372,112.061,99.635,-40.007,-41.094,20.2,41.483,-21.675,,,,,
11.005,0.761,0.787,-0.128,1.038,-18.372,112.061,99.789,-40.534,-41.314,19.875,41.65,-21.683,,,,,
11.01,0.836,0.787,-0.128,1.038,-18.372,112.061,99.948,-41.056,-41.534,19.617,41.667,-21.742,,,,,
11.015,0.836,0.766,-0.127,2.686,-13.672,117.31,100.102,-41.611,-41.743,19.483,41.617,-21.817,,,,,
11.02,0.836,0.766,-0.127,2.686,-13.672,117.31,100.261,-42.166,-41.951,19.483,41.508,-21.892,,,,,
11.025,0.836,0.766,-0.127,2.686,-13.672,117.31,100.421,-42.715,-42.166,19.6,41.408,-21.975,,,,,
11.03,0.885,0.766,-0.127,2.686,-13.672,117.31,100.591,-43.27,-42.391,19.825,41.408,-21.958,,,,,
11.035,0.885,0.755,-0.137,5.432,-4.089,128.784,100.739,-43.885,-42.567,20.067,41.475,-21.933,,,,,
11.04,0.885,0.755,-0.137,5.432,-4.089,128.784,100.893,-44.5,-42.753,20.317,41.725,-21.883,,,,,
11.045,0.885,0.755,-0.137,5.432,-4.089,128.784,101.052,-45.115,-42.946,20.525,42.208,-21.808,,,,,
11.05,0.824,0.755,-0.137,5.432,-4.089,128.784,101.217,-45.731,-43.149,20.633,42.925,-21.692,,,,,
11.055,0.824,0.721,-0.126,7.935,-2.38,136.23,101.398,-46.379,-43.363,20.617,43.833,-21.583,,,,,
11.06,0.824,0.721,-0.126,7.935,-2.38,136.23,101.585,-47.032,-43.588,20.467,44.867,-21.45,,,,,
11.065,0.824,0.721,-0.126,7.935,-2.38,136.23,101.777,-47.681,-43.83,20.233,45.917,-21.342,,,,,
11.07,0.923,0.721,-0.126,7.935,-2.38,136.23,101.975,-48.323,-44.083,19.967,46.875,-21.275,,,,,
11.075,0.923,0.685,-0.129,8.423,3.601,143.555,102.156,-49.01,-44.319,19.65,47.7,-21.258,,,,,
11.08,0.923,0.685,-0.129,8.423,3.601,143.555,102.349,-49.697,-44.561,19.35,48.283,-21.292,,,,,
11.085,0.923,0.685,-0.129,8.423,3.601,143.555,102.541,-50.383,-44.813,19.108,48.575,-21.358,,,,,
11.09,0.899,0.685,-0.129,8.423,3.601,143.555,102.744,-51.07,-45.071,18.958,48.6,-21.458,,,,,
11.095,0.899,0.666,-0.131,9.888,7.69,151.794,102.947,-51.795,-45.324,18.917,48.442,-21.567,,,,,
11.1,0.899,0.666,-0.131,9.888,7.69,151.794,103.162,-52.52,-45.582,19.008,48.192,-21.708,,,,,
11.105,0.899,0.666,-0.131,9.888,7.69,151.794,103.381,-53.245,-45.846,19.15,47.983,-21.825,,,,,
11.11,0.896,0.666,-0.131,9.888,7.69,151.794,103.607,-53.97,-46.121,19.375,47.917,-21.892,,,,,
11.115,0.896,0.659,-0.179,10.62,8.057,159.363,103.859,-54.728,-46.417,19.65,48.125,-21.925,,,,,
11.12,0.896,0.659,-0.179,10.62,8.057,159.363,104.117,-55.481,-46.73,19.933,48.683,-21.917,,,,,
11.125,0.896,0.659,-0.179,10.62,8.057,159.363,104.392,-56.239,-47.054,20.133,49.567,-21.858,,,,,
11.13,0.961,0.659,-0.179,10.62,8.057,159.363,104.683,-56.992,-47.401,20.225,50.658,-21.792,,,,,
11.135,0.961,0.644,-0.151,15.625,7.324,166.748,105.029,-57.777,-47.785,20.2,51.817,-21.75,,,,,
11.14,0.961,0.644,-0.151,15.625,7.324,166.748,105.392,-58.557,-48.192,20.125,52.858,-21.733,,,,,
11.145,0.961,0.644,-0.151,15.625,7.324,166.748,105.776,-59.337,-48.62,19.95,53.692,-21.742,,,,,
11.15,0.907,0.644,-0.151,15.625,7.324,166.748,106.172,-60.117,-49.07,19.733,54.242,-21.808,,,,,
11.155,0.907,0.587,-0.153,18.127,5.371,173.279,106.639,-60.919,-49.581,19.517,54.508,-21.933,,,,,
11.16,0.907,0.587,-0.153,18.127,5.371,173.279,107.133,-61.721,-50.114,19.375,54.575,-22.042,,,,,
11.165,0.907,0.587,-0.153,18.127,5.371,173.279,107.65,-62.518,-50.674,19.35,54.592,-22.167,,,,,
11.17,0.952,0.587,-0.153,18.127,5.371,173.279,108.193,-63.309,-51.268,19.5,54.717,-22.267,,,,,
11.175,0.952,0.537,-0.156,16.541,1.221,174.744,108.809,-64.1,-51.938,19.717,54.942,-22.342,,,,,
11.18,0.952,0.537,-0.156,16.541,1.221,174.744,109.462,-64.885,-52.652,20.083,55.425,-22.375,,,,,
11.185,0.952,0.537,-0.156,16.541,1.221,174.744,110.154,-65.665,-53.405,20.55,56.183,-22.358,,,,,
11.19,0.967,0.537,-0.156,16.541,1.221,174.744,110.896,-66.44,-54.207,20.983,57.175,-22.283,,,,,
11.195,0.967,0.511,-0.151,13.489,0.549,180.298,111.698,-67.236,-55.096,21.325,58.275,-22.175,,,,,
11.2,0.967,0.511,-0.151,13.489,0.549,180.298,112.56,-68.027,-56.041,21.508,59.383,-22.067,,,,,
11.205,0.967,0.511,-0.151,13.489,0.549,180.298,113.483,-68.813,-57.052,21.517,60.375,-22,,,,,
11.21,0.959,0.511,-0.151,13.489,0.549,180.298,114.472,-69.587,-58.14,21.475,61.233,-21.958,,,,,
11.215,0.959,0.452,-0.135,11.536,-4.028,181.458,115.598,-70.351,-59.365,21.367,61.875,-21.983,,,,,
11.22,0.959,0.452,-0.135,11.536,-4.028,181.458,116.807,-71.109,-60.683,21.3,62.3,-22.042,,,,,
11.225,0.959,0.452,-0.135,11.536,-4.028,181.458,118.114,-71.851,-62.1,21.35,62.55,-22.133,,,,,
11.23,1.057,0.452,-0.135,11.536,-4.028,181.458,119.531,-72.587,-63.627,21.583,62.742,-22.267,,,,,
11.235,1.057,0.389,-0.155,9.888,-2.38,187.256,121.086,-73.334,-65.297,21.958,63,-22.375,,,,,
11.24,1.057,0.389,-0.155,9.888,-2.38,187.256,122.789,-74.07,-67.115,22.4,63.45,-22.433,,,,,
11.245,1.057,0.389,-0.155,9.888,-2.38,187.256,124.645,-74.789,-69.099,22.8,64.192,-22.442,,,,,
11.25,0.969,0.389,-0.155,9.888,-2.38,187.256,126.689,-75.493,-71.257,23.117,65.025,-22.383,,,,,
11.255,0.969,0.303,-0.165,11.475,-3.052,194.031,129.034,-76.196,-73.724,23.3,66.092,-22.292,,,,,
11.26,0.969,0.303,-0.165,11.475,-3.052,194.031,131.622,-76.871,-76.432,23.35,67.233,-22.183,,,,,
11.265,0.969,0.303,-0.165,11.475,-3.052,194.031,134.484,-77.52,-79.415,23.325,68.267,-22.142,,,,,
11.27,1.021,0.303,-0.165,11.475,-3.052,194.031,137.642,-78.129,-82.7,23.308,69,-22.133,,,,,
11.275,1.021,0.228,-0.147,13,-2.319,197.021,141.18,-78.712,-86.353,23.383,69.367,-22.233,,,,,
11.28,1.021,0.228,-0.147,13,-2.319,197.021,145.08,-79.244,-90.368,23.617,69.45,-22.383,,,,,
11.285,1.021,0.228,-0.147,13,-2.319,197.021,149.348,-79.722,-94.757,23.908,69.433,-22.525,,,,,
11.29,0.96,0.228,-0.147,13,-2.319,197.021,154.001,-80.14,-99.525,24.358,69.433,-22.667,,,,,
11.295,0.96,0.142,-0.133,15.076,-2.563,198.608,159.071,-80.486,-104.705,24.908,69.683,-22.75,,,,,
11.3,0.96,0.142,-0.133,15.076,-2.563,198.608,164.471,-80.75,-110.209,25.467,70.292,-22.75,,,,,
11.305,0.96,0.142,-0.133,15.076,-2.563,198.608,170.118,-80.925,-115.972,25.975,71.233,-22.692,,,,,
11.31,0.963,0.142,-0.133,15.076,-2.563,198.608,175.93,-81.008,-121.893,26.383,72.358,-22.625,,,,,
11.315,0.963,0.074,-0.125,16.602,-1.709,195.618,-178.297,-81.002,-127.766,26.642,73.408,-22.583,,,,,
11.32,0.963,0.074,-0.125,16.602,-1.709,195.618,-172.595,-80.903,-133.572,26.833,74.317,-22.55,,,,,
11.325,0.963,0.074,-0.125,16.602,-1.709,195.618,-167.064,-80.717,-139.208,26.958,74.908,-22.608,,,,,
11.33,0.855,0.074,-0.125,16.602,-1.709,195.618,-161.801,-80.447,-144.58,27.058,75.167,-22.767,,,,,
11.335,0.855,-0.027,-0.123,17.7,-5.676,187.317,-157.115,-80.101,-149.365,27.225,75.183,-22.958,,,,,
11.34,0.855,-0.027,-0.123,17.7,-5.676,187.317,-152.765,-79.689,-153.809,27.517,75.108,-23.175,,,,,
11.345,0.855,-0.027,-0.123,17.7,-5.676,187.317,-148.766,-79.228,-157.901,27.967,75.117,-23.367,,,,,
11.35,0.971,-0.027,-0.123,17.7,-5.676,187.317,-145.113,-78.712,-161.658,28.567,75.333,-23.5,,,,,
11.355,0.971,-0.108,-0.169,19.47,-5.066,176.025,-141.965,-78.195,-164.883,29.192,75.658,-23.617,,,,,
11.36,0.971,-0.108,-0.169,19.47,-5.066,176.025,-139.087,-77.64,-167.849,29.892,76.25,-23.7,,,,,
11.365,0.971,-0.108,-0.169,19.47,-5.066,176.025,-136.456,-77.064,-170.563,30.592,77.05,-23.742,,,,,
11.37,0.9,-0.108,-0.169,19.47,-5.066,176.025,-134.044,-76.459,-173.057,31.2,77.983,-23.75,,,,,
11.375,0.9,-0.13,-0.185,24.658,-1.526,172.607,-131.808,-75.855,-175.353,31.692,78.917,-23.767,,,,,
11.38,0.9,-0.13,-0.185,24.658,-1.526,172.607,-129.754,-75.234,-177.462,32.05,79.767,-23.783,,,,,
11.385,0.9,-0.13,-0.185,24.658,-1.526,172.607,-127.859,-74.592,-179.412,32.3,80.467,-23.817,,,,,
11.39,0.839,-0.13,-0.185,24.658,-1.526,172.607,-126.118,-73.938,178.786,32.5,81.025,-23.875,,,,,
11.395,0.839,-0.126,-0.147,26.733,-4.211,164.49,-124.607,-73.295,177.237,32.708,81.375,-23.958,,,,,
11.4,0.839,-0.126,-0.147,26.733,-4.211,164.49,-123.217,-72.642,175.792,32.992,81.525,-24.067,,,,,
11.405,0.839,-0.126,-0.147,26.733,-4.211,164.49,-121.921,-71.977,174.446,33.383,81.525,-24.2,,,,,
11.41,0.876,-0.126,-0.147,26.733,-4.211,164.49,-120.712,-71.307,173.194,33.95,81.475,-24.367,,,,,
11.415,0.876,-0.152,-0.148,24.109,-5.371,159.729,-119.647,-70.648,172.068,34.625,81.492,-24.542,,,,,
11.42,0.876,-0.152,-0.148,24.109,-5.371,159.729,-118.652,-69.983,171.008,35.367,81.642,-24.683,,,,,
11.425,0.876,-0.152,-0.148,24.109,-5.371,159.729,-117.719,-69.307,170.013,36.058,81.875,-24.808,,,,,
11.43,0.802,-0.152,-0.148,24.109,-5.371,159.729,-116.84,-68.632,169.069,36.692,82.35,-24.842,,,,,
11.435,0.802,-0.225,-0.153,22.095,-10.681,156.189,-116.104,-67.956,168.261,37.192,83.067,-24.8,,,,,
11.44,0.802,-0.225,-0.153,22.095,-10.681,156.189,-115.406,-67.275,167.492,37.567,83.925,-24.708,,,,,
11.445,0.802,-0.225,-0.153,22.095,-10.681,156.189,-114.747,-66.594,166.767,37.825,84.842,-24.658,,,,,
11.45,0.85,-0.225,-0.153,22.095,-10.681,156.189,-114.12,-65.907,166.075,37.992,85.642,-24.65,,,,,
11.455,0.85,-0.311,-0.146,21.179,-10.193,153.198,-113.544,-65.237,165.421,38.142,86.192,-24.717,,,,,
11.46,0.85,-0.311,-0.146,21.179,-10.193,153.198,-112.989,-64.561,164.8,38.283,86.533,-24.792,,,,,
11.465,0.85,-0.311,-0.146,21.179,-10.193,153.198,-112.456,-63.885,164.207,38.517,86.525,-24.95,,,,,
11.47,0.753,-0.311,-0.146,21.179,-10.193,153.198,-111.951,-63.204,163.641,38.875,86.217,-25.133,,,,,
11.475,0.753,-0.394,-0.138,22.278,-10.498,148.01,-111.484,-62.545,163.109,39.383,85.717,-25.358,,,,,
11.48,0.753,-0.394,-0.138,22.278,-10.498,148.01,-111.039,-61.886,162.603,40.025,85.192,-25.6,,,,,
11.485,0.753,-0.394,-0.138,22.278,-10.498,148.01,-110.61,-61.221,162.109,40.75,84.775,-25.775,,,,,
11.49,0.683,-0.394,-0.138,22.278,-10.498,148.01,-110.193,-60.557,161.636,41.508,84.608,-25.892,,,,,
11.495,0.683,-0.452,-0.158,24.109,-14.954,136.047,-109.858,-59.936,161.257,42.242,84.608,-25.975,,,,,
11.5,0.683,-0.452,-0.158,24.109,-14.954,136.047,-109.528,-59.315,160.895,42.967,84.925,-26.017,,,,,
11.505,0.683,-0.452,-0.158,24.109,-14.954,136.047,-109.21,-58.694,160.549,43.642,85.525,-25.983,,,,,
11.51,0.729,-0.452,-0.158,24.109,-14.954,136.047,-108.896,-58.074,160.208,44.25,86.342,-25.933,,,,,
11.515,0.729,-0.484,-0.114,23.254,-14.771,126.953,-108.622,-57.491,159.911,44.758,87.233,-25.883,,,,,
11.52,0.729,-0.484,-0.114,23.254,-14.771,126.953,-108.347,-56.909,159.615,45.158,88.108,-25.825,,,,,
11.525,0.729,-0.484,-0.114,23.254,-14.771,126.953,-108.083,-56.327,159.335,45.475,88.833,-25.817,,,,,
11.53,0.623,-0.484,-0.114,23.254,-14.771,126.953,-107.82,-55.745,159.06,45.733,89.433,-25.808,,,,,
11.535,0.623,-0.538,-0.096,20.813,-17.7,116.516,-107.617,-55.206,158.846,45.933,89.775,-25.842,,,,,
11.54,0.623,-0.538,-0.096,20.813,-17.7,116.516,-107.419,-54.662,158.637,46.117,89.85,-25.975,,,,,
11.545,0.623,-0.538,-0.096,20.813,-17.7,116.516,-107.221,-54.119,158.434,46.308,89.675,-26.158,,,,,
11.55,0.687,-0.538,-0.096,20.813,-17.7,116.516,-107.029,-53.575,158.236,46.508,89.317,-26.367,,,,,
11.555,0.687,-0.591,-0.083,18.494,-20.447,104.797,-106.886,-53.086,158.093,46.767,88.858,-26.625,,,,,
11.56,0.687,-0.591,-0.083,18.494,-20.447,104.797,-106.743,-52.592,157.956,47.1,88.333,-26.858,,,,,
11.565,0.687,-0.591,-0.083,18.494,-20.447,104.797,-106.606,-52.097,157.775,47.458,87.825,-27.075,,,,,
11.57,0.683,-0.591,-0.083,18.494,-20.447,104.797,-106.474,-51.597,157.599,47.9,87.367,-27.233,,,,,
11.575,0.683,-0.642,-0.085,17.639,-15.93,98.572,-106.331,-51.136,157.407,48.45,87,-27.4,,,,,
11.58,0.683,-0.642,-0.085,17.639,-15.93,98.572,-106.183,-50.674,157.214,49.067,86.783,-27.533,,,,,
11.585,0.683,-0.642,-0.085,17.639,-15.93,98.572,-106.04,-50.208,157.028,49.767,86.733,-27.667,,,,,
11.59,0.654,-0.642,-0.085,17.639,-15.93,98.572,-105.897,-49.746,156.846,50.525,86.825,-27.8,,,,,
11.595,0.654,-0.647,-0.087,18.127,-11.963,94.604,-105.738,-49.301,156.643,51.283,87.075,-27.875,,,,,
11.6,0.654,-0.647,-0.087,18.127,-11.963,94.604,-105.573,-48.862,156.44,52.017,87.367,-27.942,,,,,
11.605,0.654,-0.647,-0.087,18.127,-11.963,94.604,-105.414,-48.417,156.242,52.733,87.775,-27.933,,,,,
11.61,0.542,-0.647,-0.087,18.127,-11.963,94.604,-105.26,-47.977,156.044,53.383,88.275,-27.908,,,,,
11.615,0.542,-0.647,-0.072,17.761,-13.733,86.487,-105.123,-47.565,155.885,53.967,88.817,-27.833,,,,,
11.62,0.542,-0.647,-0.072,17.761,-13.733,86.487,-104.991,-47.159,155.72,54.458,89.392,-27.75,,,,,
11.625,0.542,-0.647,-0.072,17.761,-13.733,86.487,-104.859,-46.747,155.561,54.867,89.958,-27.717,,,,,
11.63,0.593,-0.647,-0.072,17.761,-13.733,86.487,-104.727,-46.34,155.402,55.2,90.483,-27.683,,,,,
11.635,0.593,-0.679,-0.062,14.771,-14.282,75.806,-104.623,-45.978,155.27,55.442,90.958,-27.733,,,,,
11.64,0.593,-0.679,-0.062,14.771,-14.282,75.806,-104.524,-45.615,155.138,55.65,91.375,-27.783,,,,,
11.645,0.593,-0.679,-0.062,14.771,-14.282,75.806,-104.42,-45.258,155.006,55.792,91.717,-27.85,,,,,
11.65,0.53,-0.679,-0.062,14.771,-14.282,75.806,-104.321,-44.896,154.874,55.858,91.967,-27.942,,,,,
11.655,0.53,-0.737,-0.059,11.902,-10.986,66.772,-104.227,-44.577,154.742,55.875,92.142,-28.017,,,,,
11.66,0.53,-0.737,-0.059,11.902,-10.986,66.772,-104.134,-44.258,154.605,55.883,92.225,-28.083,,,,,
11.665,0.53,-0.737,-0.059,11.902,-10.986,66.772,-104.041,-43.945,154.473,55.883,92.225,-28.183,,,,,
11.67,0.509,-0.737,-0.059,11.902,-10.986,66.772,-103.947,-43.621,154.341,55.9,92.158,-28.267,,,,,
11.675,0.509,-0.755,-0.096,12.268,-7.69,53.162,-103.848,-43.374,154.21,55.933,92.067,-28.358,,,,,
11.68,0.509,-0.755,-0.096,12.268,-7.69,53.162,-103.755,-43.121,154.078,55.992,91.925,-28.442,,,,,
11.685,0.509,-0.755,-0.096,12.268,-7.69,53.162,-103.656,-42.869,153.951,56.083,91.733,-28.508,,,,,
11.69,0.438,-0.755,-0.096,12.268,-7.69,53.162,-103.563,-42.61,153.82,56.183,91.525,-28.625,,,,,
11.695,0.438,-0.726,-0.083,10.681,-2.563,36.865,-103.469,-42.44,153.682,56.3,91.283,-28.725,,,,,
11.7,0.438,-0.726,-0.083,10.681,-2.563,36.865,-103.376,-42.27,153.55,56.417,91.05,-28.808,,,,,
11.705,0.438,-0.726,-0.083,10.681,-2.563,36.865,-103.282,-42.094,153.413,56.525,90.792,-28.908,,,,,
11.71,0.41,-0.726,-0.083,10.681,-2.563,36.865,-103.189,-41.918,153.276,56.625,90.575,-28.967,,,,,
11.715,0.41,-0.679,-0.067,7.019,1.099,15.93,-103.118,-41.847,153.149,56.7,90.358,-29.025,,,,,
11.72,0.41,-0.679,-0.067,7.019,1.099,15.93,-103.046,-41.776,153.023,56.775,90.15,-29.117,,,,,
11.725,0.41,-0.679,-0.067,7.019,1.099,15.93,-102.975,-41.704,152.897,56.85,89.95,-29.208,,,,,
11.73,0.416,-0.679,-0.067,7.019,1.099,15.93,-102.903,-41.633,152.77,56.925,89.75,-29.325,,,,,
11.735,0.416,-0.664,-0.064,2.014,5.615,-5.554,-102.859,-41.666,152.65,57,89.567,-29.417,,,,,
11.74,0.416,-0.664,-0.064,2.014,5.615,-5.554,-102.816,-41.699,152.523,57.05,89.4,-29.492,,,,,
11.745,0.416,-0.664,-0.064,2.014,5.615,-5.554,-102.766,-41.732,152.402,57.075,89.258,-29.55,,,,,
11.75,0.426,-0.664,-0.064,2.014,5.615,-5.554,-102.717,-41.759,152.276,57.067,89.167,-29.575,,,,,
11.755,0.426,-0.663,-0.067,-2.38,8.972,-25.879,-102.7,-41.891,152.161,57.058,89.108,-29.583,,,,,
11.76,0.426,-0.663,-0.067,-2.38,8.972,-25.879,-102.678,-42.023,152.045,57.025,89.092,-29.583,,,,,
11.765,0.426,-0.663,-0.067,-2.38,8.972,-25.879,-102.656,-42.155,151.93,56.992,89.133,-29.558,,,,,
11.77,0.447,-0.663,-0.067,-2.38,8.972,-25.879,-102.629,-42.281,151.815,56.958,89.25,-29.533,,,,,
11.775,0.447,-0.644,-0.063,-7.629,12.085,-44.189,-102.64,-42.501,151.705,56.9,89.425,-29.483,,,,,
11.78,0.447,-0.644,-0.063,-7.629,12.085,-44.189,-102.645,-42.72,151.595,56.842,89.608,-29.442,,,,,
11.785,0.447,-0.644,-0.063,-7.629,12.085,-44.189,-102.651,-42.94,151.485,56.775,89.833,-29.392,,,,,
11.79,0.434,-0.644,-0.063,-7.629,12.085,-44.189,-102.656,-43.154,151.375,56.683,90.092,-29.325,,,,,
11.795,0.434,-0.614,-0.046,-14.282,15.869,-62.988,-102.695,-43.467,151.265,56.608,90.408,-29.258,,,,,
11.8,0.434,-0.614,-0.046,-14.282,15.869,-62.988,-102.733,-43.775,151.161,56.558,90.75,-29.217,,,,,
11.805,0.434,-0.614,-0.046,-14.282,15.869,-62.988,-102.766,-44.088,151.051,56.55,91.108,-29.15,,,,,
11.81,0.408,-0.614,-0.046,-14.282,15.869,-62.988,-102.805,-44.396,150.947,56.575,91.467,-29.042,,,,,
11.815,0.408,-0.591,-0.055,-22.156,17.517,-86.853,-102.898,-44.819,150.864,56.625,91.817,-28.942,,,,,
11.82,0.408,-0.591,-0.055,-22.156,17.517,-86.853,-102.991,-45.242,150.782,56.742,92.125,-28.783,,,,,
11.825,0.408,-0.591,-0.055,-22.156,17.517,-86.853,-103.085,-45.665,150.699,56.875,92.35,-28.592,,,,,
11.83,0.408,-0.591,-0.055,-22.156,17.517,-86.853,-103.178,-46.082,150.623,57.017,92.483,-28.408,,,,,
11.835,0.467,-0.591,-0.055,-22.156,17.517,-86.853,-103.271,-46.505,150.546,57.142,92.475,-28.308,,,,,
11.84,0.467,-0.583,-0.097,-27.771,17.456,-112.671,-103.425,-47.049,150.513,57.225,92.283,-28.217,,,,,
11.845,0.467,-0.583,-0.097,-27.771,17.456,-112.671,-103.579,-47.587,150.48,57.217,91.908,-28.2,,,,,
11.85,0.467,-0.583,-0.097,-27.771,17.456,-112.671,-103.738,-48.126,150.452,57.158,91.475,-28.2,,,,,
11.855,0.466,-0.583,-0.097,-27.771,17.456,-112.671,-103.898,-48.664,150.425,56.967,90.867,-28.233,,,,,
11.86,0.466,-0.566,-0.097,-28.198,15.686,-135.071,-104.101,-49.312,150.452,56.592,90.183,-28.317,,,,,
11.865,0.466,-0.566,-0.097,-28.198,15.686,-135.071,-104.31,-49.949,150.491,56.075,89.533,-28.4,,,,,
11.87,0.466,-0.566,-0.097,-28.198,15.686,-135.071,-104.518,-50.592,150.529,55.458,89.033,-28.467,,,,,
11.875,0.564,-0.566,-0.097,-28.198,15.686,-135.071,-104.738,-51.229,150.573,54.8,88.808,-28.467,,,,,
11.88,0.564,-0.527,-0.093,-29.297,13.611,-157.898,-105.013,-51.971,150.688,54.15,88.892,-28.367,,,,,
11.885,0.564,-0.527,-0.093,-29.297,13.611,-157.898,-105.298,-52.712,150.809,53.55,89.108,-28.258,,,,,
11.89,0.564,-0.527,-0.093,-29.297,13.611,-157.898,-105.595,-53.454,150.947,53.033,89.55,-28.058,,,,,
11.895,0.617,-0.527,-0.093,-29.297,13.611,-157.898,-105.897,-54.196,151.084,52.592,90.058,-27.775,,,,,
11.9,0.617,-0.488,-0.091,-30.884,15.808,-173.523,-106.232,-55.009,151.26,52.258,90.425,-27.5,,,,,
11.905,0.617,-0.488,-0.091,-30.884,15.808,-173.523,-106.584,-55.827,151.447,51.992,90.492,-27.292,,,,,
11.91,0.617,-0.488,-0.091,-30.884,15.808,-173.523,-106.946,-56.64,151.644,51.733,90.175,-27.175,,,,,
11.915,0.606,-0.488,-0.091,-30.884,15.808,-173.523,-107.325,-57.448,151.859,51.425,89.517,-27.142,,,,,
11.92,0.606,-0.438,-0.078,-32.593,12.756,-190.186,-107.787,-58.337,152.139,51.067,88.8,-27.133,,,,,
11.925,0.606,-0.438,-0.078,-32.593,12.756,-190.186,-108.27,-59.216,152.446,50.542,88.067,-27.075,,,,,
11.93,0.606,-0.438,-0.078,-32.593,12.756,-190.186,-108.781,-60.101,152.77,49.817,87.542,-26.975,,,,,
11.935,0.715,-0.438,-0.078,-32.593,12.756,-190.186,-109.314,-60.974,153.127,48.958,87.4,-26.808,,,,,
11.94,0.715,-0.385,-0.12,-33.264,12.085,-206.055,-109.935,-61.924,153.578,48.058,87.633,-26.583,,,,,
11.945,0.715,-0.385,-0.12,-33.264,12.085,-206.055,-110.594,-62.869,154.067,47.225,88.033,-26.367,,,,,
11.95,0.715,-0.385,-0.12,-33.264,12.085,-206.055,-111.302,-63.809,154.594,46.558,88.383,-26.142,,,,,
11.955,0.747,-0.385,-0.12,-33.264,12.085,-206.055,-112.055,-64.748,155.176,46.008,88.592,-25.933,,,,,
11.96,0.747,-0.328,-0.148,-31.677,8.85,-219.116,-112.945,-65.731,155.907,45.575,88.492,-25.8,,,,,
11.965,0.747,-0.328,-0.148,-31.677,8.85,-219.116,-113.901,-66.714,156.709,45.158,88.092,-25.7,,,,,
11.97,0.747,-0.328,-0.148,-31.677,8.85,-219.116,-114.939,-67.687,157.593,44.633,87.525,-25.625,,,,,
11.975,0.854,-0.328,-0.148,-31.677,8.85,-219.116,-116.065,-68.654,158.566,43.95,87,-25.567,,,,,
11.98,0.854,-0.231,-0.165,-29.053,6.653,-228.271,-117.367,-69.642,159.725,43.142,86.642,-25.45,,,,,
11.985,0.854,-0.231,-0.165,-29.053,6.653,-228.271,-118.795,-70.626,161.016,42.333,86.517,-25.308,,,,,
11.99,0.854,-0.231,-0.165,-29.053,6.653,-228.271,-120.372,-71.592,162.455,41.65,86.533,-25.125,,,,,
